country,num_people,Electricity_consumption,clean_energy,num_cars,factory_size,local_products?,buy _environmentally_companies?,HANDLE WASTE?,Heating energy,gasoline,natural gas ,water consumtion,waste quantity,Carbon_precentage
China,29,6035,44,3,1,Sometimes,Always,Paper,Electricity,1176,2324,1527,3257,54.4168545997806
China,437,1232,18,3,1,i`am not considering this option,Sometimes,Paper,Peat,1215,5685,412,2700,138.416394693958
China,272,6800,3,3,2,Sometimes,i`am not considering this option,Paper,Peat,1877,5507,615,3989,123.679926617735
China,105,1440,9,3,2,i`am not considering this option,Sometimes,Paper,Wood,2844,4699,2581,2264,85.3059306603634
China,681,4539,100,3,0,Sometimes,Sometimes,Paper,Wood,2860,2428,2816,807,196.283670674988
China,476,3287,58,3,3,Sometimes,i`am not considering this option,Paper,Electricity,2629,6670,1320,3137,170.062246672156
China,499,2112,11,3,2,i`am not considering this option,Sometimes,Paper,Heating oil,1025,2619,508,2894,134.086818690746
China,556,6662,11,3,2,Sometimes,i`am not considering this option,Paper,Peat,1562,3829,221,1941,166.244590646024
China,144,5286,95,3,1,i`am not considering this option,Sometimes,Paper,Peat,2449,5607,2232,3598,108.420674615439
China,160,6258,25,3,2,Sometimes,i`am not considering this option,Paper,Electricity,2984,4777,105,4865,108.625486611332
China,440,3662,56,3,0,i`am not considering this option,Sometimes,Paper,Peat,1197,1681,736,4594,125.914450664669
China,431,1191,2,3,1,i`am not considering this option,i`am not considering this option,Paper,Peat,2121,2764,147,3740,128.650634694994
China,698,1024,40,3,0,i`am not considering this option,i`am not considering this option,Paper,Peat,1585,5415,2778,4449,192.928798719773
Germany,329,2591,24,3,1,Sometimes,Sometimes,Paper,Peat,1089,6644,530,4725,123.154220001446
China,225,5421,78,3,0,i`am not considering this option,Always,Paper,Wood,2665,6560,1160,1651,135.036206622964
Saudi Arabia,120,2986,50,3,2,Always,Sometimes,Paper,Wood,967,2761,791,1067,55.4282039750757
Germany,593,4298,54,3,1,Always,Sometimes,Paper,Peat,1995,1654,1955,2471,160.360420005841
China,217,1328,59,3,1,Sometimes,i`am not considering this option,Tin cans,Wood,1479,3442,2519,3426,80.3654026686961
Germany,246,4364,41,3,0,i`am not considering this option,Always,Tin cans,Peat,2963,910,1819,512,104.213735972644
Germany,49,5742,47,3,1,Sometimes,i`am not considering this option,Paper,Peat,1756,2237,1143,4380,57.9933919380574
Saudi Arabia,744,6483,19,3,0,Sometimes,Always,Tin cans,Wood,1382,6614,1845,1475,221.557579998802
Germany,683,2586,34,3,0,Always,Always,Paper,Peat,1824,1773,2164,4836,176.654216034826
China,727,1271,28,3,1,Sometimes,i`am not considering this option,Paper,Peat,1508,6293,476,2101,198.223710720707
China,470,1548,19,3,2,Sometimes,i`am not considering this option,Tin cans,Wood,2600,5251,705,792,150.915786693551
Germany,436,5235,70,3,2,i`am not considering this option,Always,Paper,Peat,1079,5522,869,4985,154.689635979283
China,159,3072,60,3,2,Sometimes,Always,Tin cans,Wood,1536,4032,750,3050,83.1318666438159
Germany,448,6869,17,3,2,Sometimes,i`am not considering this option,Tin cans,Peat,2206,2120,1674,1136,141.059855966218
Germany,140,1977,43,3,1,i`am not considering this option,i`am not considering this option,Tin cans,Peat,2761,5857,1386,695,95.3064839886398
China,353,6239,27,3,3,Sometimes,Sometimes,Paper,Peat,2401,2687,2376,763,129.851710629997
Saudi Arabia,17,1863,89,3,3,i`am not considering this option,i`am not considering this option,Tin cans,Wood,2063,1543,2483,2191,40.8984519747519
Germany,122,1983,71,3,1,Sometimes,Sometimes,Paper,Electricity,2048,5126,530,112,81.0419199848099
Germany,578,4884,14,3,1,Always,Sometimes,Tin cans,Peat,1764,6036,423,1329,176.818612000812
China,445,4816,55,3,2,Sometimes,Always,Paper,Wood,1165,2538,880,2723,134.847686652504
Germany,461,2865,60,3,0,i`am not considering this option,Sometimes,Paper,Peat,916,4221,2361,3492,138.907784008528
Saudi Arabia,800,3848,20,3,0,i`am not considering this option,i`am not considering this option,Tin cans,Electricity,1341,4222,1933,125,207.311652033211
Germany,74,3545,39,3,3,Sometimes,Sometimes,Paper,Electricity,2477,4599,1054,1261,77.6304759653128
China,416,6047,45,3,0,Sometimes,Sometimes,Paper,Peat,1312,1528,1362,3317,124.844494636827
Saudi Arabia,493,4012,19,3,1,i`am not considering this option,Sometimes,Paper,Electricity,2458,4419,2625,1340,164.659400001951
China,219,4585,3,3,1,i`am not considering this option,Always,Tin cans,Peat,1056,3130,446,1613,89.8765906370441
Germany,79,5683,68,3,1,Sometimes,Sometimes,Tin cans,Wood,2245,3920,2507,130,77.5544079400502
Germany,334,5071,13,3,2,Sometimes,Sometimes,Paper,Peat,2844,3860,137,330,132.496127975387
China,362,3594,9,3,3,Sometimes,Always,Tin cans,Electricity,2259,2520,242,2614,122.830914661323
Germany,197,4098,47,3,3,i`am not considering this option,Sometimes,Paper,Peat,2743,1172,2453,3177,92.3035319704976
Germany,681,1235,30,3,1,Always,Always,Tin cans,Peat,1720,5553,677,290,187.330688049819
Saudi Arabia,789,6527,82,3,2,Sometimes,Sometimes,Paper,Wood,1669,5435,870,3493,227.747779998136
Germany,599,5487,27,3,3,Sometimes,Always,Tin cans,Peat,1323,3775,1828,1949,173.318331995293
Saudi Arabia,145,4223,72,3,0,Always,i`am not considering this option,Tin cans,Electricity,1220,2650,2721,3736,65.0190239621861
Germany,763,3024,13,3,0,Sometimes,Always,Paper,Peat,1518,3361,1923,3043,200.885612039243
Saudi Arabia,338,6072,28,3,1,i`am not considering this option,i`am not considering this option,Paper,Peat,2427,5050,2694,542,140.84673596365
Egypt,543,6178,82,3,0,Sometimes,Always,Paper,Electricity,1377,4625,2237,3241,174.190361311592
Egypt,309,2236,79,3,2,Always,i`am not considering this option,Tin cans,Wood,2228,6974,2921,1498,126.253557332751
Egypt,366,3451,70,3,0,Sometimes,Always,Paper,Peat,1903,1298,2934,3547,117.6769293255
Egypt,712,3749,62,3,0,Always,Sometimes,Tin cans,Electricity,1727,1749,358,4154,178.617885356068
Egypt,81,2644,1,3,1,Sometimes,Always,Tin cans,Peat,2748,2143,1184,244,65.9294293119586
Egypt,573,5522,70,4,3,Sometimes,Always,Paper,Electricity,2907,3736,980,3938,189.49705332266
Egypt,221,2158,3,4,1,i`am not considering this option,Always,Tin cans,Peat,1131,1625,989,742,75.1025493306986
Egypt,688,3889,9,4,1,Sometimes,Sometimes,Paper,Peat,1488,5053,574,4852,193.831589356142
Egypt,132,3921,99,4,2,Sometimes,Sometimes,Paper,Electricity,914,3142,969,4457,68.4003692957347
Egypt,615,5650,87,4,1,Always,Sometimes,Tin cans,Peat,1723,3998,2726,4441,179.066377323984
Egypt,329,3929,12,4,0,Sometimes,i`am not considering this option,Paper,Electricity,1664,1653,1618,2485,102.423225320897
Egypt,343,5179,45,4,2,Sometimes,Always,Paper,Peat,2763,5752,1299,2399,150.713889306094
Egypt,23,6970,81,4,3,Always,i`am not considering this option,Tin cans,Electricity,2615,1723,2133,2904,58.565885252885
Egypt,155,2835,11,3,0,i`am not considering this option,Always,Paper,Peat,2062,1756,722,1659,77.5478013162788
Egypt,360,3669,70,8,2,Sometimes,Sometimes,Tin cans,Peat,2552,6804,2467,2911,148.549881322641
Egypt,466,4599,91,4,1,Sometimes,Always,Tin cans,Electricity,922,2765,2827,4155,137.529321320958
Egypt,47,1292,4,8,3,Sometimes,Sometimes,Paper,Wood,2184,4819,2067,3805,63.954281323549
Egypt,722,2830,59,8,3,Always,Always,Tin cans,Electricity,2132,1494,1759,3670,184.852829367547
Egypt,478,5424,10,8,0,i`am not considering this option,Always,Tin cans,Electricity,1651,5758,2501,3344,167.134477318985
Egypt,737,1303,69,4,2,Sometimes,Always,Tin cans,Electricity,2545,882,2840,1809,187.290993385024
Egypt,75,4983,16,8,3,Sometimes,Sometimes,Paper,Wood,2331,4319,1229,1941,78.7040092846592
Egypt,636,1585,15,4,2,Always,Always,Tin cans,Wood,2891,5181,1247,4065,191.657401376086
Egypt,448,3315,64,4,2,Sometimes,Sometimes,Tin cans,Electricity,909,2975,1333,2653,125.005385335365
Egypt,648,3935,40,8,2,Sometimes,Always,Paper,Wood,1164,6925,1408,3934,197.604685349638
Saudi Arabia,198,1955,89,8,3,Always,Sometimes,Paper,Electricity,1730,989,728,2515,68.2723319912573
China,232,6634,22,4,3,Sometimes,Always,Paper,Wood,2917,6048,1890,727,134.876126614373
United States,304,1009,64,4,2,Sometimes,Always,Tin cans,Electricity,2846,1616,129,1322,105.875976013608
Saudi Arabia,504,5155,19,8,1,Always,Sometimes,Paper,Peat,1004,4762,2670,1345,150.138179990472
Saudi Arabia,725,1662,83,8,3,Sometimes,Always,Tin cans,Electricity,1823,3072,1814,2929,190.76171604567
United States,241,3915,30,4,0,Sometimes,Sometimes,Tin cans,Electricity,2876,3011,1301,4376,107.026143977922
China,731,3136,62,4,2,Always,Always,Paper,Electricity,2355,2712,206,939,197.155230698069
Saudi Arabia,607,4453,46,7,0,Sometimes,Always,Tin cans,Peat,2800,3340,1729,1614,186.078776006133
United States,639,3507,50,4,2,Always,Sometimes,Tin cans,Electricity,2624,3737,635,3945,183.791140019308
Saudi Arabia,597,1627,84,4,1,Sometimes,Always,Paper,Electricity,1090,3932,2015,816,163.044360033558
Saudi Arabia,472,6790,32,4,1,Always,Always,Tin cans,Wood,989,3856,2191,2441,146.269803968298
United States,497,4937,99,4,1,Sometimes,Sometimes,Paper,Peat,2918,3619,2897,1702,168.410967986333
Saudi Arabia,635,1261,64,7,0,Always,Always,Tin cans,Electricity,950,3271,291,4737,159.973204042712
Germany,144,6374,49,4,1,Sometimes,Always,Paper,Electricity,2245,5139,587,2569,105.43982794011
China,707,1691,78,4,1,Sometimes,Always,Tin cans,Peat,2311,4657,2539,4495,202.438782710519
Saudi Arabia,583,3953,41,7,3,Always,Sometimes,Paper,Electricity,1104,1010,191,3928,143.462704009753
Germany,609,1470,19,12,2,Sometimes,Sometimes,Tin cans,Electricity,888,4108,818,2233,155.984692041331
Saudi Arabia,239,6801,80,4,2,Sometimes,Always,Paper,Peat,921,5675,650,756,114.098599942318
Saudi Arabia,380,1152,70,7,2,Always,Always,Tin cans,Electricity,2484,2007,531,3846,118.278864018957
Egypt,219,4287,76,12,0,Sometimes,Always,Tin cans,Peat,2807,1682,330,3901,100.313553301866
Germany,282,6601,26,8,0,Sometimes,Sometimes,Paper,Electricity,2769,3814,2050,4547,128.805099952637
Saudi Arabia,326,3650,72,4,2,Always,Always,Tin cans,Electricity,2214,1032,1194,260,105.04693598599
Germany,409,1859,79,4,0,Always,Always,Paper,Peat,2861,2959,1947,3423,138.207668013218
Saudi Arabia,496,1085,69,4,2,Sometimes,Sometimes,Tin cans,Electricity,838,5324,1419,2242,140.229536030894
Saudi Arabia,344,3967,92,7,3,Always,Always,Tin cans,Peat,2753,6571,1277,2223,148.036387982859
Egypt,43,2228,74,12,3,Sometimes,Always,Paper,Electricity,2994,2493,2024,4081,68.1378893078474
Saudi Arabia,669,5916,39,4,2,i`am not considering this option,Always,Tin cans,Peat,2110,2021,2824,148,190.27405599646
Germany,481,3659,10,4,2,Sometimes,Sometimes,Paper,Electricity,2774,1529,2005,2136,145.369120005357
Egypt,452,2278,43,12,2,Always,Always,Tin cans,Peat,1683,3355,1943,4236,134.56372534887
Germany,705,1600,4,7,2,Sometimes,Sometimes,Paper,Electricity,1979,2326,818,2599,179.264492050142
Saudi Arabia,681,2617,47,4,2,Always,Always,Tin cans,Electricity,1092,3212,2598,2083,173.378412033384
Saudi Arabia,100,6904,82,12,2,Sometimes,Always,Paper,Electricity,2276,2654,492,4307,86.4321479278298
Egypt,332,1778,22,4,3,i`am not considering this option,Sometimes,Tin cans,Peat,2065,5947,2617,4900,129.708781344235
Saudi Arabia,345,1834,7,7,2,Sometimes,Always,Paper,Electricity,1571,5430,1669,271,124.084636012679
China,792,5407,92,4,1,Always,Sometimes,Tin cans,Electricity,805,1277,1557,3806,187.830474676678
China,185,6622,38,4,0,i`am not considering this option,Always,Tin cans,Electricity,2201,4597,1801,1340,111.404410608767
Egypt,466,2586,71,4,1,Sometimes,Always,Tin cans,Wood,1128,2368,879,1967,129.049009344615
Egypt,631,2494,34,4,1,i`am not considering this option,Always,Tin cans,Electricity,1067,5533,1880,502,180.447853364223
Egypt,85,3296,18,4,3,Sometimes,Always,Paper,Wood,1649,5270,2889,4331,79.1846493039966
Egypt,770,4491,51,12,0,Always,i`am not considering this option,Tin cans,Electricity,1568,4703,1580,1241,203.764153354468
Egypt,225,6661,99,8,0,i`am not considering this option,Sometimes,Tin cans,Electricity,1188,1859,539,464,89.8931492745202
Egypt,792,6227,93,12,1,Always,i`am not considering this option,Paper,Heating oil,2642,1725,2341,1447,212.184137334429
Egypt,129,4303,13,8,1,Always,Sometimes,Tin cans,Peat,1929,3945,2156,2530,76.4309972975012
Egypt,189,4978,11,12,3,Always,i`am not considering this option,Tin cans,Heating oil,2320,3849,2056,1935,91.8554972961004
Egypt,617,3404,46,8,0,i`am not considering this option,i`am not considering this option,Tin cans,Wood,1131,4248,2155,3691,169.912953352041
Egypt,490,4564,85,8,3,Always,Sometimes,Tin cans,Peat,1710,3218,2041,3834,145.646237324193
Egypt,648,5346,35,8,0,Always,i`am not considering this option,Paper,Heating oil,2048,3167,545,645,179.505513334383
Egypt,638,2083,79,12,1,Always,Sometimes,Tin cans,Heating oil,2965,5275,2801,2659,192.769377366303
Egypt,415,2340,10,8,3,i`am not considering this option,i`am not considering this option,Tin cans,Wood,1125,3725,2811,3134,122.103317346988
Egypt,15,1954,78,8,0,Always,i`am not considering this option,Paper,Peat,1175,5111,2217,4171,47.6410813077253
Egypt,54,3459,71,8,3,Always,Sometimes,Tin cans,Heating oil,2008,6937,543,129,76.5478252954132
Egypt,320,4598,64,6,1,i`am not considering this option,Always,Paper,Wood,1330,4163,386,4459,124.039417308958
Egypt,16,2913,17,12,1,Always,i`am not considering this option,Tin cans,Heating oil,845,5056,1048,4576,42.8084453017514
Egypt,310,5985,4,12,0,Always,i`am not considering this option,Tin cans,Wood,1613,5308,2977,4544,120.871221297103
Egypt,76,3250,38,8,1,Always,i`am not considering this option,Tin cans,Heating oil,2812,4081,1065,3541,72.1267933021989
Egypt,402,3987,50,8,2,Always,Always,Paper,Wood,1597,1785,1414,1654,120.721749324629
Egypt,716,6273,2,8,1,i`am not considering this option,i`am not considering this option,Paper,Heating oil,1695,6817,1507,3948,219.465941333159
Egypt,210,4259,5,8,2,Always,i`am not considering this option,Paper,Peat,935,4475,403,3564,84.1769653064069
Egypt,144,3535,13,4,2,Always,i`am not considering this option,Tin cans,Heating oil,2730,3197,2822,1999,79.7548013073449
Egypt,58,6920,75,8,2,i`am not considering this option,i`am not considering this option,Tin cans,Peat,2491,5160,1329,2873,88.8850092573566
Egypt,198,6278,81,8,0,Always,Always,Paper,Wood,981,4149,2318,3537,95.4996252774309
Egypt,781,3458,44,12,1,Always,i`am not considering this option,Paper,Heating oil,2652,2093,2433,2138,202.695085367469
Egypt,571,1822,12,8,3,Always,i`am not considering this option,Tin cans,Heating oil,868,3760,1315,1483,141.838193367537
Egypt,740,4934,1,8,2,i`am not considering this option,i`am not considering this option,Paper,Peat,1735,3800,1673,2156,202.934845350329
Egypt,238,6194,15,12,3,Always,i`am not considering this option,Paper,Wood,1686,2989,1712,1494,95.2546612871383
Egypt,188,2707,79,8,3,Always,i`am not considering this option,Plastic,Peat,1713,893,993,675,63.6682253160433
Egypt,443,6543,76,8,2,Always,i`am not considering this option,Paper,Wood,2442,3696,2532,1713,151.840441298497
Egypt,189,3732,50,8,3,i`am not considering this option,Always,Tin cans,Peat,1679,2566,1522,2024,86.824501306967
Egypt,578,5548,7,12,2,Always,i`am not considering this option,Paper,Heating oil,1803,5521,593,1163,176.062425327568
Egypt,347,5547,16,8,2,Always,Always,Plastic,Wood,2214,2261,637,355,120.917561304581
Saudi Arabia,56,2237,32,8,0,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,852,1371,2355,3481,34.5222199785793
Egypt,203,6632,18,12,0,Always,i`am not considering this option,Paper,Heating oil,2376,5442,2384,3430,112.314629278669
Saudi Arabia,520,4043,84,8,2,i`am not considering this option,Always,Tin cans,Wood,2775,2382,298,4942,167.077711999597
Egypt,262,3336,98,8,0,Always,Always,Plastic,Heating oil,2363,2449,1391,3481,104.318737314801
Germany,598,1331,57,8,3,i`am not considering this option,Sometimes,Plastic,Heating oil,2211,1098,2450,3769,157.516100039008
Saudi Arabia,367,3140,49,12,3,Always,i`am not considering this option,Tin cans,Peat,2287,2002,389,2087,111.784515997429
Egypt,135,1407,100,11,1,i`am not considering this option,i`am not considering this option,Plastic,Heating oil,2217,1719,1689,472,66.1167493238319
Saudi Arabia,18,1267,35,8,3,Always,Sometimes,Plastic,Peat,1458,5257,940,135,47.2800599854209
Egypt,764,5677,5,12,0,Sometimes,Always,Paper,Heating oil,1503,2993,2289,1537,205.923049344188
Saudi Arabia,228,1656,87,8,3,Sometimes,Always,Plastic,Peat,935,1664,433,2003,73.8928519975987
Germany,124,6351,72,8,3,Sometimes,Always,Plastic,Heating oil,2670,5139,1352,2029,105.696987936879
Germany,92,6610,70,12,0,Sometimes,i`am not considering this option,Tin cans,Wood,2965,2878,1981,1601,83.6377639311157
Egypt,537,3563,91,8,3,i`am not considering this option,i`am not considering this option,Plastic,Peat,1473,5202,539,468,163.52694933938
Saudi Arabia,723,4024,90,12,3,Sometimes,Always,Plastic,Heating oil,1777,5820,361,3774,213.571184019014
Germany,637,5818,5,12,0,i`am not considering this option,i`am not considering this option,Tin cans,Wood,2648,2534,1753,1657,185.78793199707
Egypt,161,3092,27,8,2,Sometimes,i`am not considering this option,Plastic,Heating oil,2418,4975,389,1060,91.3921493129746
Saudi Arabia,36,5239,52,8,0,Sometimes,Always,Tin cans,Heating oil,2777,4812,1349,1655,82.4137559420646
Egypt,157,3552,59,8,0,i`am not considering this option,i`am not considering this option,Plastic,Wood,1835,6365,418,2106,97.8961253051812
Egypt,510,4040,16,8,3,Sometimes,Always,Plastic,Heating oil,2439,4947,2534,4145,172.030729336938
Saudi Arabia,210,1648,20,6,2,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,1944,6811,709,4001,105.410996000765
Germany,370,3277,63,4,1,Sometimes,Always,Tin cans,Wood,801,6217,1602,4685,131.328787994996
United States,423,1618,27,12,1,Sometimes,i`am not considering this option,Plastic,Peat,2198,5989,1510,3010,144.018840021209
Germany,106,5514,17,4,2,i`am not considering this option,Always,Plastic,Heating oil,2836,3236,539,132,90.8190159482856
United States,779,5070,60,8,2,Sometimes,i`am not considering this option,Tin cans,Heating oil,2839,6450,658,2368,234.625352014933
Germany,619,2784,37,4,1,Sometimes,Always,Plastic,Peat,1717,6148,1669,2723,188.641436026309
United States,122,2542,43,12,2,i`am not considering this option,i`am not considering this option,Plastic,Wood,1030,5211,2815,4258,73.9089599809089
United States,773,2216,31,11,0,Sometimes,Always,Plastic,Heating oil,1584,2359,2263,4549,195.912372047985
United States,300,6661,60,11,3,Always,Sometimes,Tin cans,Heating oil,1312,6481,424,3699,126.56095595132
Egypt,31,1981,100,11,1,i`am not considering this option,i`am not considering this option,Plastic,Wood,1267,6526,260,188,62.8143733074859
United States,534,2298,50,12,0,Always,i`am not considering this option,Tin cans,Heating oil,1136,4155,364,2299,142.376716022678
United States,286,3232,55,4,2,Sometimes,Sometimes,Tin cans,Wood,2354,3802,384,4556,113.249295988007
Germany,546,6516,90,8,3,Always,i`am not considering this option,Plastic,Wood,2090,3245,1218,2527,165.248491974371
United States,743,3702,36,5,3,i`am not considering this option,Sometimes,Tin cans,Heating oil,1025,5000,1337,1140,199.165928028268
United States,265,6736,23,8,1,Sometimes,i`am not considering this option,Plastic,Wood,2616,5329,618,1132,127.32099194974
Germany,70,6194,66,11,3,Sometimes,Sometimes,Tin cans,Heating oil,1059,6685,2556,2521,80.7337639339036
United States,102,4318,18,5,0,Always,i`am not considering this option,Plastic,Heating oil,2026,6582,953,4734,86.7990319609751
Egypt,144,2520,13,12,0,Sometimes,Sometimes,Tin cans,Heating oil,2987,5755,2922,907,98.326001318707
United States,560,4894,5,8,0,Always,i`am not considering this option,Plastic,Heating oil,2800,6531,2988,1114,186.946471999734
Germany,691,3318,97,5,1,i`am not considering this option,Sometimes,Plastic,Wood,2563,923,284,1475,184.285996023043
United States,556,6018,27,11,1,Sometimes,Always,Tin cans,Heating oil,1932,5396,469,2195,181.869435985446
Egypt,780,2835,23,5,0,i`am not considering this option,Sometimes,Plastic,Peat,1304,4540,1378,1770,205.375365375627
Egypt,576,2155,90,8,3,Always,i`am not considering this option,Plastic,Heating oil,2804,6861,1496,3730,187.024557358697
Egypt,417,4072,86,12,0,i`am not considering this option,Sometimes,Tin cans,Peat,1542,1782,1618,1926,124.6891253226
Egypt,696,3493,59,8,2,Sometimes,i`am not considering this option,Plastic,Heating oil,1103,6095,1143,1475,192.829025357747
Egypt,462,4462,65,11,0,Sometimes,Sometimes,Plastic,Heating oil,1591,3959,2980,4102,146.578853324123
Egypt,112,2936,68,8,3,i`am not considering this option,i`am not considering this option,Plastic,Peat,1146,3543,2400,3665,65.4072333070391
Egypt,410,6768,7,8,1,Sometimes,Sometimes,Tin cans,Wood,2028,2826,2482,3373,138.202241297826
Egypt,589,6744,1,11,2,i`am not considering this option,Sometimes,Tin cans,Heating oil,2230,4314,2252,3628,187.374421315866
Egypt,147,5001,91,8,2,Sometimes,i`am not considering this option,Plastic,Peat,2370,5754,802,2834,101.102621285925
Egypt,600,1685,86,5,1,i`am not considering this option,i`am not considering this option,Plastic,Heating oil,1804,3874,1708,4190,168.879285366425
Egypt,77,1710,25,5,1,Sometimes,Sometimes,Tin cans,Heating oil,2165,5515,2068,695,72.0612253201802
Egypt,517,4566,13,10,1,Sometimes,i`am not considering this option,Plastic,Heating oil,937,980,503,1265,128.15686533204
Egypt,229,1210,28,5,1,i`am not considering this option,Sometimes,Plastic,Peat,2697,6555,1050,2707,117.443033340147
Egypt,566,1688,89,11,2,Sometimes,i`am not considering this option,Tin cans,Peat,2561,6408,1088,3613,180.145905363018
Egypt,484,1671,27,11,1,Always,Sometimes,Plastic,Heating oil,2891,6550,1293,526,164.877125359781
Egypt,579,3857,83,8,2,Sometimes,Sometimes,Tin cans,Peat,1345,5485,1120,1437,171.460113340712
Egypt,684,1414,78,10,1,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,988,5518,2600,2778,183.502533378183
Egypt,483,1887,11,11,0,Always,Sometimes,Plastic,Peat,1519,3804,2713,4739,136.940505358447
Egypt,143,1746,97,5,1,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,2508,3852,294,2123,83.1531693209354
Egypt,106,5854,80,8,1,Sometimes,Sometimes,Tin cans,Peat,1404,3101,2403,222,69.9235652733372
Egypt,73,1704,66,11,2,i`am not considering this option,Always,Plastic,Heating oil,2475,3939,2629,2913,76.3716093170676
Egypt,407,3620,1,10,2,Sometimes,Sometimes,Tin cans,Peat,992,5737,2965,1177,131.915993332758
United States,141,4825,53,8,1,Sometimes,i`am not considering this option,Plastic,Heating oil,1339,5252,114,927,82.9339159567028
Egypt,432,5149,50,8,0,i`am not considering this option,i`am not considering this option,Tin cans,Heating oil,1915,5035,464,1845,149.794449314687
Germany,501,1178,58,5,3,Sometimes,Sometimes,Plastic,Peat,1362,5494,2888,4087,150.224372031195
United States,154,5424,87,10,0,Sometimes,Sometimes,Tin cans,Heating oil,2327,1062,2913,314,77.4352719488962
United States,240,4136,75,8,3,Sometimes,i`am not considering this option,Tin cans,Heating oil,2104,2557,1822,4969,96.1984679722616
Germany,181,3322,56,8,1,i`am not considering this option,Sometimes,Plastic,Heating oil,2513,4358,522,1394,99.7863679769308
China,424,2961,63,5,1,Sometimes,i`am not considering this option,Tin cans,Heating oil,2611,5255,404,1553,147.659142670371
United States,430,4142,83,8,3,Sometimes,i`am not considering this option,Plastic,Heating oil,1371,3281,2894,3730,131.197135989922
Germany,724,1870,18,10,3,Always,Sometimes,Tin cans,Heating oil,1332,5238,1833,4574,189.902352048016
China,240,1968,13,7,3,i`am not considering this option,Sometimes,Plastic,Wood,2314,3006,1479,3289,97.790542667343
Saudi Arabia,443,6077,21,5,1,Always,Sometimes,Tin cans,Wood,2553,5550,2363,3605,161.329371974192
Egypt,111,2780,49,10,1,Always,i`am not considering this option,Plastic,Peat,2942,6545,214,4428,94.4199493100115
Saudi Arabia,66,1301,97,5,1,Sometimes,Sometimes,Tin cans,Wood,1293,1752,2518,3411,41.7488919850782
Germany,378,3333,91,4,1,Always,Sometimes,Plastic,Wood,2564,4985,1141,2178,138.958503993109
United States,614,4411,6,5,1,Always,Always,Plastic,Heating oil,1302,2899,2141,106,164.693904010137
Germany,284,2896,55,10,0,Sometimes,Sometimes,Tin cans,Wood,2267,3908,2860,3032,111.599639991616
Germany,681,2454,95,7,2,Always,i`am not considering this option,Plastic,Wood,1333,1145,2342,4068,161.315648031776
Germany,80,5292,60,7,2,Always,Sometimes,Tin cans,Heating oil,2009,2736,258,2486,64.417351945125
Germany,592,3600,2,10,3,Always,Sometimes,Plastic,Heating oil,2218,6734,2354,1353,185.904676017395
United States,22,4056,78,4,0,Always,Always,Tin cans,Wood,2749,6480,1039,3186,83.5134159517724
Egypt,16,3502,81,10,3,Sometimes,Sometimes,Plastic,Peat,1540,6934,1078,1602,69.1265652906311
Saudi Arabia,217,6572,49,7,0,Always,Always,Tin cans,Wood,1890,1876,1602,1296,93.1346879449648
United States,169,2858,59,10,3,Always,Sometimes,Tin cans,Heating oil,1208,4286,2674,1703,75.2649559807054
Germany,18,2864,45,7,2,Sometimes,Sometimes,Plastic,Wood,2568,2234,1231,4243,52.9343639670577
China,368,2820,16,4,0,Always,Always,Tin cans,Wood,2799,1640,1980,926,119.771786669882
Germany,662,5894,83,7,2,Always,Sometimes,Plastic,Peat,2272,5647,2910,1737,204.14573999287
United States,464,3213,41,10,1,Always,Always,Tin cans,Wood,1908,3622,2546,4510,144.191024006468
Germany,114,4384,81,5,3,Sometimes,Sometimes,Plastic,Wood,1693,1584,2779,1917,63.7548759568957
United States,171,1162,54,4,1,Always,Sometimes,Plastic,Heating oil,2240,1804,942,4995,70.0079479998137
Germany,31,2233,55,10,0,Always,Sometimes,Tin cans,Wood,1689,6192,1863,1663,61.3755719745457
China,751,2118,69,4,0,Always,Always,Tin cans,Peat,2726,1563,1415,4073,195.940726710661
Germany,456,5318,58,5,0,Sometimes,Sometimes,Plastic,Heating oil,2895,3756,318,4880,160.476991981144
Germany,264,4595,46,7,3,Always,Sometimes,Tin cans,Wood,1074,2067,2052,3109,85.6735879715635
United States,212,6206,61,7,3,Sometimes,Always,Tin cans,Wood,2853,3623,1075,3455,115.586099947724
Germany,266,3607,12,7,3,Sometimes,Sometimes,Plastic,Heating oil,1244,4700,2753,1463,102.122531985154
China,270,5768,59,5,0,Always,Always,Plastic,Wood,2659,5196,2691,3734,131.26497062484
Germany,719,4551,30,7,0,Sometimes,Sometimes,Plastic,Heating oil,2294,3368,2977,1800,200.520888017007
China,706,4374,55,5,1,Always,Sometimes,Tin cans,Wood,1784,2096,1891,1152,180.681770682497
United States,302,3394,61,7,2,Always,Always,Tin cans,Wood,2076,5305,1337,2767,122.898427987371
Germany,38,6488,63,7,2,Always,Sometimes,Plastic,Wood,2830,3778,2176,4199,77.0778439276815
Egypt,431,1347,99,5,2,Sometimes,Always,Tin cans,Heating oil,2761,4916,2727,2753,152.519521352918
Saudi Arabia,255,5681,52,7,0,Always,Sometimes,Tin cans,Wood,889,6437,923,1129,108.365211958236
United States,593,2382,1,5,2,Always,Always,Plastic,Heating oil,2251,5222,1717,712,177.831848030876
